,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Brawley,1605.57,522.67,956.7,1133.28,830.93,890.87,494.73,499.92,514.0,323.12,0,1080.87,1204.87,452.52,924.95,1543.52,498.4,1001.73,978.0,586.83,3713.17,493.07,905.52,1011.88,950.73,411.58,48.52,901.25,422.75,1538.33,981.03,2533.48,1088.08,389.47,387.52,1368.52,909.43,854.17,886.88,874.15,506.6,1551.7,484.12,889.73,502.22,739.62,3745.68,907.47,504.48,924.62,488.6,1025.13,485.22,198.72,2443.15,1452.93,2207.03,1398.95,660.78,452.65,999.32,1528.27,520.23,447.3,935.08,909.22,806.85,1074.15,1024.92,1184.08,835.55,906.77,447.0,1327.52,1052.57,1576.2,511.95,458.9,996.73,893.3,573.92,1225.43,644.73,312.47,269.6,468.57,1021.93,1028.18,963.0,2336.8,948.37,417.58,1166.42,496.12,1519.38,404.18,390.35,1253.83,1266.47,374.45,,1233.4,2231.17,354.43,346.67,1117.67,1135.13,1028.03,1063.97,1396.23,2531.28,342.15,574.28,431.12,437.9,,837.45,1357.82,519.5,,520.3,486.6,499.65,694.78,843.02,497.68,698.53,1058.75,864.08,1435.47,912.33,586.43,1595.88,1607.4,931.3,1482.78,1175.83,515.75,618.75,516.65,1073.17,1586.05,,2461.37,,688.55,1242.52,1089.9,983.48,530.9,648.57,475.17,,1068.05,2528.97,443.35,491.82,1043.43,546.55,512.65,1369.38,540.88,1038.72,2423.25,1167.23
Carmichael,559.58,1017.73,942.42,152.42,932.55,971.93,837.58,1127.0,1148.52,1043.28,1623.18,0,570.75,1363.72,840.02,545.57,1121.47,527.22,594.62,1261.9,,1131.28,590.57,143.1,855.02,1433.92,1560.75,516.48,1121.82,625.38,481.92,1487.5,117.97,1229.53,1233.87,616.57,576.02,788.02,760.65,787.22,1161.67,646.75,1140.52,702.68,1093.63,1124.68,266.62,833.72,1154.97,569.3,1312.0,765.2,650.47,943.88,221.17,886.95,848.2,854.15,1175.85,1099.13,644.38,1159.28,1145.3,1078.37,329.98,675.23,741.13,678.25,810.1,492.13,690.7,635.85,1127.18,,596.77,1756.37,637.98,1216.68,625.62,560.48,834.35,565.5,824.9,954.63,860.28,1135.27,937.12,643.37,609.25,204.82,593.55,1176.77,911.6,1041.43,473.4,765.35,2083.78,688.75,358.32,1269.23,634.78,854.58,872.33,1225.8,1287.23,146.3,522.2,134.28,152.07,792.8,,1241.35,797.72,859.2,868.9,582.03,632.28,1029.6,895.95,632.75,1153.58,1358.43,1181.22,1143.57,627.37,1141.72,763.68,709.32,665.03,834.03,913.9,1185.98,839.63,547.87,596.53,436.8,1021.4,1310.88,798.92,1140.22,,237.92,831.57,1499.38,694.85,948.72,489.53,594.15,562.53,1051.47,1244.45,863.33,843.45,740.13,,1145.87,643.72,119.32,1222.12,1176.35,729.27,1096.07,174.28,,187.4
Chico,636.23,793.18,746.37,247.95,636.6,677.78,1445.57,843.87,879.67,1026.78,1345.6,255.53,0,1081.45,519.62,658.18,850.13,290.28,393.67,915.35,1839.82,841.62,332.17,214.2,661.9,1128.27,1319.45,282.88,823.42,846.0,247.7,1564.15,247.75,941.02,936.97,759.22,368.72,475.65,476.25,486.82,838.23,,837.78,500.47,763.88,949.28,498.23,543.32,857.63,347.28,1451.3,624.8,808.67,846.25,3950.05,668.4,2375.62,693.17,865.45,799.32,353.98,,901.98,796.97,574.48,441.72,556.52,311.82,604.58,604.75,500.22,345.33,825.68,212.18,378.2,2453.78,762.48,1460.85,411.4,298.75,1068.72,94.15,1355.08,2111.0,1169.0,834.38,,448.3,395.12,372.47,363.03,867.25,641.08,1131.92,,905.35,2363.2,160.47,310.72,978.72,378.48,611.07,2399.75,1386.47,1166.72,232.33,285.55,210.7,244.63,592.9,,1116.52,909.57,1049.12,1104.7,333.97,403.92,980.42,1050.45,391.45,858.97,1018.57,854.48,908.45,430.02,838.35,1100.98,484.42,433.33,566.87,688.0,812.65,1708.48,772.07,270.85,513.45,730.5,1222.65,1221.28,856.32,377.65,327.72,562.67,1576.03,428.95,1553.08,581.13,504.57,288.32,791.57,1396.55,1487.83,538.43,589.28,323.5,838.88,805.48,233.42,913.22,881.2,100.98,806.63,256.38,298.92,281.9
Chula Vista,1427.03,444.13,646.17,1038.0,563.82,592.58,544.2,378.38,413.47,722.58,623.48,1010.63,1197.3,0,764.42,698.22,401.93,924.68,925.47,369.15,2165.62,426.02,869.2,979.0,559.42,266.58,561.05,903.43,391.22,1334.8,945.5,2354.95,1002.55,488.17,481.47,1164.98,847.42,720.45,707.05,716.62,337.07,1348.17,401.92,753.02,415.68,555.18,1589.9,853.12,414.02,858.08,552.57,824.6,409.62,596.83,4601.0,933.35,582.97,1741.73,640.25,374.12,988.78,778.68,416.28,382.77,774.55,837.43,891.32,962.53,939.38,695.55,787.02,859.38,400.65,1218.98,1002.47,1106.67,431.42,398.73,951.2,882.77,450.65,1151.53,484.2,573.93,612.43,408.2,716.4,978.1,943.23,1081.55,918.83,443.05,830.88,489.85,1340.85,469.12,134.67,1729.3,1102.13,491.17,825.2,701.87,605.73,419.08,458.6,1019.88,1035.2,955.5,974.77,837.7,2440.02,443.92,277.3,75.42,99.13,872.58,788.72,706.45,424.23,847.17,442.77,71.95,316.12,519.25,799.48,425.15,618.0,978.15,799.78,877.93,657.8,446.88,1487.35,1377.87,845.77,1304.25,600.6,185.22,593.22,429.18,1002.45,1151.67,729.47,,888.75,667.57,1038.98,1033.35,972.95,449.37,533.35,522.63,722.35,924.08,2352.43,404.48,403.02,950.13,357.77,389.58,1754.85,464.35,993.18,1624.72,1042.9
Clovis,1606.47,373.27,356.3,448.13,245.7,272.72,574.97,470.52,502.6,722.72,802.62,420.77,607.43,677.38,0,283.12,452.5,447.3,470.38,577.28,1629.75,453.83,425.18,400.63,209.55,705.72,706.52,413.02,426.35,,485.63,2534.38,412.68,503.38,514.15,,404.65,81.43,113.55,73.12,486.2,,450.05,274.33,428.17,671.83,1054.03,168.25,460.2,365.18,720.53,399.73,433.6,603.32,4011.13,1022.53,575.1,1253.87,560.38,403.25,488.92,1097.87,476.83,406.9,214.68,428.5,179.8,468.43,349.52,169.68,200.15,256.43,451.6,1174.35,523.13,1445.8,381.55,591.83,487.33,402.9,596.78,561.67,651.47,704.07,742.57,434.9,,523.23,461.6,491.68,418.97,482.18,294.48,671.98,1520.28,478.78,708.5,1193.43,566.27,535.93,458.72,189.0,597.87,542.03,591.27,430.02,445.33,365.63,384.9,545.83,2619.45,483.75,532.15,641.63,630.33,421.55,351.33,,615.38,478.98,471.9,689.63,498.03,661.63,387.4,450.28,598.13,527.28,329.92,553.8,307.93,502.02,1442.72,,405.0,1483.68,415.43,625.35,578.35,468.37,342.77,561.8,206.97,2308.2,318.55,818.15,,533.48,473.08,389.37,638.48,584.77,181.85,523.67,2639.87,443.78,436.42,360.27,527.15,520.38,1218.98,427.1,403.32,1159.15,453.03
Coalinga,3483.85,653.8,513.98,466.9,436.63,495.4,689.7,640.2,667.28,895.4,1475.3,439.53,626.2,816.07,277.23,0,629.68,579.98,603.07,745.12,1858.52,630.35,557.87,419.4,387.23,818.13,1412.87,545.7,602.8,1540.7,618.32,4411.77,431.45,685.17,699.72,1370.88,537.33,231.07,213.87,229.43,658.88,1554.07,637.73,467.02,638.5,771.9,1282.8,485.93,652.18,497.87,817.38,592.42,619.43,796.0,4029.9,,700.32,1482.63,763.07,588.93,417.68,,650.53,589.58,407.37,621.18,298.23,397.2,572.2,572.37,332.83,389.12,629.28,1329.88,655.82,1608.48,664.23,751.95,620.02,535.58,772.47,580.43,677.02,2774.75,1338.75,617.2,,655.92,594.28,510.45,551.65,672.87,533.7,,3397.67,674.93,2777.9,1422.2,795.03,735.58,591.4,578.68,724.45,719.9,767.43,448.78,464.1,384.4,403.67,738.52,3056.83,692.07,709.83,769.32,783.02,554.23,544.02,,808.07,611.67,662.58,894.32,684.72,727.07,580.08,633.97,615.8,659.97,522.6,746.48,535.62,722.03,1598.25,1509.77,274.67,3361.07,698.12,801.88,1421.03,639.3,475.45,580.57,410.28,2463.73,451.23,,1244.88,666.17,605.77,663.18,710.85,755.22,400.17,716.35,3077.25,626.47,621.1,379.03,714.8,662.4,1447.75,668.17,422.08,3006.53,471.8
Compton,1157.87,127.15,511.85,769.58,356.55,485.38,244.42,65.53,27.13,348.4,780.15,717.17,841.18,385.9,501.25,712.03,0,612.68,629.28,178.98,1909.47,106.35,582.87,686.82,432.03,444.25,684.05,588.9,116.77,1169.63,649.32,2081.02,724.38,299.85,290.05,1005.85,556.23,463.88,460.88,455.53,105.58,1191.08,65.68,565.02,106.88,,1019.95,573.85,88.33,563.9,565.12,670.42,105.82,270.83,4241.03,,754.0,1035.33,547.17,78.32,635.7,528.9,71.85,63.23,556.2,532.5,443.23,660.53,661.3,736.47,471.93,538.25,92.72,963.9,698.82,1101.17,138.33,346.0,672.02,568.2,302.42,853.12,649.8,400.15,494.15,108.07,,688.77,641.37,834.18,604.65,173.08,,463.52,1071.77,241.92,429.13,890.22,902.85,303.55,511.58,785.78,776.77,334.3,394.03,754.05,771.52,686.42,698.63,597.52,2164.48,349.47,,380.58,424.3,577.67,498.73,,345.02,543.98,69.6,373.17,162.68,,500.3,117.63,669.67,745.03,525.75,670.75,393.72,341.65,1245.85,1143.78,567.68,1035.17,481.33,534.98,371.98,69.9,709.55,833.83,,2096.87,518.17,656.9,878.9,704.97,658.77,161.13,466.8,215.43,,624.85,1101.35,138.48,106.77,710.13,108.5,356.23,945.77,171.48,744.0,1051.22,804.2
Concord,634.9,623.87,596.7,725.57,657.7,626.47,898.08,643.27,677.35,936.47,1236.37,649.52,326.92,865.13,768.3,700.1,658.82,0,182.35,778.03,1250.48,584.58,111.97,549.88,743.3,894.47,1145.27,99.2,631.1,510.65,480.38,1562.82,631.43,759.92,767.23,482.88,143.67,716.3,688.93,714.5,666.92,532.02,654.8,539.15,666.17,922.97,866.92,792.0,659.9,127.6,924.43,658.48,607.88,837.07,727.5,677.08,841.38,418.57,854.13,608.0,722.67,,680.82,611.65,598.43,493.2,819.3,669.63,913.27,763.43,693.88,594.02,636.35,524.62,554.93,1672.47,615.18,844.77,179.08,67.88,803.53,330.07,808.08,925.82,943.47,641.58,705.28,448.88,114.58,741.15,511.72,676.93,869.77,910.73,548.72,713.0,881.25,367.2,463.57,806.23,167.22,812.75,865.52,821.08,875.03,715.63,709.08,596.6,641.65,585.58,2278.23,761.8,762.23,832.5,837.52,101.28,201.45,802.22,849.13,168.58,675.9,874.22,709.78,848.13,200.47,588.7,831.88,239.1,245.57,658.82,751.68,729.77,1272.82,704.5,608.75,512.12,714.18,,807.1,665.0,606.52,394.55,789.35,1574.7,687.63,1301.9,355.85,551.93,133.13,608.12,868.92,848.28,801.23,612.92,578.3,649.37,615.17,605.37,739.9,710.13,422.72,618.85,612.07,611.35,710.58
Corte Madera,699.98,829.9,843.58,668.45,789.8,813.1,1213.65,946.43,1001.23,941.35,1521.25,592.4,392.0,1139.47,711.18,671.75,953.63,402.75,0,1075.5,1181.58,945.47,112.2,492.77,686.18,1217.08,1458.82,137.12,948.98,441.75,423.27,1627.9,574.32,1065.7,1085.42,349.08,178.82,659.18,631.82,657.38,1008.83,463.12,956.68,482.03,894.8,865.85,809.8,734.88,965.08,163.85,1213.17,601.37,941.23,841.95,670.38,619.97,1051.73,702.68,1077.02,922.3,290.55,,991.47,904.53,541.32,435.45,762.18,612.52,856.15,706.32,636.77,536.9,948.23,533.75,430.0,,888.18,1104.73,62.05,124.53,1148.42,395.15,987.97,852.7,1236.35,961.15,648.17,323.95,357.62,684.03,454.6,1003.82,812.65,1207.62,613.8,1022.9,1862.85,432.28,472.7,1110.28,170.83,755.63,1074.5,1053.67,1098.92,658.52,651.97,539.48,584.53,528.47,2141.78,1068.38,1116.12,1161.68,1186.4,80.57,363.48,745.1,1212.02,164.92,970.53,1136.27,1021.88,869.23,240.35,942.8,1045.62,113.17,427.32,601.7,814.57,976.67,1215.7,713.63,551.63,577.2,922.07,1211.55,1054.98,961.88,549.4,403.68,732.23,1639.78,630.52,1324.78,222.05,494.82,486.13,861.13,1026.8,1115.93,744.12,555.8,643.38,966.25,916.78,548.25,1052.12,996.03,487.8,887.73,554.95,620.48,653.47
Costa Mesa,1301.65,273.67,577.42,945.37,538.45,550.95,533.37,202.48,459.15,471.27,828.77,874.02,1190.98,434.52,809.58,422.38,184.32,713.37,717.15,0,1976.32,234.03,682.88,787.58,581.27,519.9,732.67,693.67,208.53,1236.12,746.82,2229.57,880.87,424.13,469.63,1072.33,659.65,763.42,765.22,776.78,114.32,1257.48,240.82,671.58,218.6,369.25,1086.35,748.28,208.65,648.38,486.73,732.92,208.78,366.5,4325.17,,819.57,1101.17,406.33,195.87,975.08,614.77,360.25,181.52,554.72,612.18,800.58,861.05,719.55,547.17,835.18,932.88,221.8,1106.15,824.22,1123.52,453.3,574.98,728.95,675.52,473.4,1178.95,632.48,514.68,608.68,205.3,,795.85,750.15,960.23,711.8,260.23,719.52,512.82,1215.47,452.93,552.33,1221.3,1269.1,427.48,628.17,553.48,842.33,414.63,314.48,934.72,933.32,847.6,862.4,789.67,2314.63,473.4,141.27,230.2,472.92,652.75,568.88,602.53,441.53,627.33,286.23,480.62,61.55,319.42,579.65,248.37,647.92,758.32,579.95,658.1,632.4,496.95,1347.77,,,1178.87,546.9,,527.28,404.18,977.8,875.83,607.15,2258.45,953.58,758.77,966.07,813.52,753.12,258.0,622.1,302.8,653.65,704.25,2275.05,212.75,228.52,674.3,84.42,404.18,1626.47,288.05,717.35,1507.8,767.07
Crescent City,,1402.63,1514.82,801.4,1452.5,1909.63,1650.85,1424.03,1458.12,2260.23,2941.13,820.28,1295.95,1629.9,1663.07,1891.63,1443.58,675.45,593.9,2158.95,0,1406.35,681.03,721.1,1508.85,2653.85,1765.03,677.02,1408.87,189.97,675.55,,806.2,2576.47,2572.25,487.67,762.07,1610.4,1445.0,1616.27,1441.68,312.82,1431.23,836.92,2017.33,1453.4,1522.55,1495.58,1458.37,754.35,2684.75,926.25,1398.65,2371.83,2356.93,1521.05,2829.27,517.07,2758.9,1391.77,1557.43,,1483.37,1394.42,1493.2,857.7,1364.97,1591.18,1353.03,2652.87,1088.67,1444.53,1414.12,1415.63,609.7,3894.32,1540.07,,573.38,710.42,1591.3,1333.55,1527.85,2628.68,2694.58,1420.08,1215.05,546.6,731.88,2510.58,725.48,2104.92,1724.53,2626.6,2728.17,2609.13,3803.73,1451.95,,2627.17,723.72,2702.18,2853.4,2619.92,2400.17,795.78,823.85,768.15,809.42,1464.35,3095.78,2642.73,2681.0,1607.15,1578.88,652.02,802.83,1425.93,2283.9,721.8,1456.42,1652.15,1488.55,1422.9,806.02,1387.8,1546.5,508.4,810.58,1503.58,1470.45,1585.53,2154.0,1855.52,984.42,,,2456.1,1581.87,1452.77,1421.28,1545.57,1684.12,1649.48,1523.88,3812.7,379.58,758.12,676.73,1398.57,1551.68,2761.28,1701.88,870.68,688.08,2072.25,1392.22,754.22,2177.67,1460.92,1477.5,2039.08,756.83,2337.03,1335.35
Culver City,1166.2,112.65,513.3,768.88,364.88,486.83,268.68,109.2,154.95,349.07,768.27,716.47,840.48,374.02,515.9,720.2,114.52,573.0,589.6,215.2,1849.77,0,543.18,647.13,446.68,432.37,672.17,549.22,114.87,1109.93,609.63,2085.43,723.68,301.3,249.77,946.15,516.55,478.53,475.53,470.1,219.7,1131.3,97.37,525.33,107.77,292.13,960.17,588.42,100.83,524.22,566.57,630.73,72.17,234.67,4245.05,649.33,755.45,975.55,561.73,95.38,650.27,,168.92,52.78,570.77,492.82,457.8,675.1,675.87,751.03,486.5,552.82,126.27,963.12,659.13,1132.48,152.9,297.72,632.33,528.52,262.13,852.33,,413.42,507.42,120.03,,649.08,601.68,833.4,564.97,165.0,,451.63,1070.98,193.63,404.85,889.43,902.07,305.0,471.9,800.35,778.22,335.75,395.48,753.27,770.73,685.63,713.2,557.83,2170.5,350.92,,368.7,412.42,537.98,459.05,,304.73,504.3,136.23,361.28,168.77,507.52,460.62,55.12,593.27,705.35,486.07,631.07,408.28,293.37,1260.42,1143.0,582.25,1034.38,482.78,494.7,323.7,155.6,724.12,833.05,,2097.32,532.73,670.17,819.12,645.18,619.08,109.9,,197.45,,585.17,1115.92,131.1,64.28,709.35,220.23,408.82,944.98,140.47,704.32,1049.85,802.83
Daly City,693.98,599.83,572.67,466.53,633.67,602.43,833.82,619.23,653.32,872.2,1172.1,390.48,386.0,800.87,579.27,635.83,634.78,344.93,101.38,713.77,1288.93,560.55,0,290.85,554.27,830.2,1081.0,95.97,607.07,549.1,477.43,1621.9,372.4,695.65,743.2,439.97,129.08,527.27,499.9,525.47,602.65,570.47,630.77,211.88,636.53,549.88,607.88,602.97,635.87,113.02,860.17,559.22,583.85,772.8,468.47,473.95,817.35,385.68,830.1,583.97,280.73,564.62,656.78,587.62,409.4,433.88,630.27,554.7,724.23,574.4,504.85,479.08,612.32,499.93,310.85,1615.57,591.15,780.5,114.82,74.38,739.27,378.15,652.27,861.55,879.2,617.55,337.33,384.62,160.07,482.12,120.47,652.9,680.73,846.47,607.8,688.97,816.98,415.28,438.88,741.97,100.0,623.72,841.48,756.82,810.77,456.6,450.05,337.57,382.62,501.73,1938.87,697.53,697.97,768.23,773.25,72.82,135.53,524.43,784.87,81.57,651.87,809.95,645.52,545.18,143.18,564.67,699.78,174.83,161.37,442.32,727.65,705.73,1083.78,679.82,493.82,571.2,690.15,,704.15,640.97,491.58,369.87,600.32,1633.78,572.7,,312.93,307.85,299.17,584.08,673.97,784.02,612.2,544.5,637.38,625.33,591.13,346.33,715.87,686.1,481.8,594.82,353.03,586.67,451.55
Davis,541.0,929.43,854.12,522.17,844.25,883.63,841.85,1038.7,1060.22,1052.55,1632.45,464.08,497.63,1275.42,751.72,542.28,1033.17,136.77,204.17,1173.6,1119.75,1042.98,184.93,0,766.72,963.28,1570.02,126.03,1033.52,539.83,91.47,1468.92,374.85,1141.23,1145.57,515.98,170.38,699.72,672.35,698.92,1073.37,561.2,1052.22,297.05,1005.33,659.05,649.12,745.42,1066.67,163.67,1223.7,359.57,659.73,953.15,225.92,481.32,852.47,403.7,1087.55,1010.83,556.08,693.65,1057.0,990.07,334.25,269.48,652.72,589.83,721.68,488.85,602.28,547.43,1038.77,610.28,131.02,1765.63,642.25,1128.27,235.17,154.73,884.62,492.38,786.17,963.9,864.55,1046.85,471.37,252.92,218.8,523.35,187.8,1088.35,823.18,919.05,454.82,769.62,1990.05,615.63,285.2,1180.82,229.03,766.17,876.6,1137.38,1198.43,516.05,496.43,90.48,108.27,386.67,,1152.55,806.98,1293.22,873.17,175.9,226.15,563.47,905.22,226.62,1064.78,1269.63,1092.42,677.43,221.23,1052.92,767.95,303.18,258.9,427.9,825.1,1097.18,843.9,579.17,507.73,418.22,932.6,1222.08,808.18,1051.42,292.42,269.22,742.77,1480.8,606.05,952.98,388.95,128.02,112.08,962.67,778.32,872.6,754.65,334.0,766.73,1057.07,652.98,37.87,1133.32,1087.55,656.15,1007.27,34.17,661.02,522.78
Delano,1351.8,175.27,586.95,618.77,84.88,160.52,602.33,429.55,428.6,926.72,936.62,591.4,778.07,421.25,255.18,,253.37,,,412.45,1675.38,303.48,,571.27,0,494.45,860.52,493.65,244.73,1368.57,566.27,2279.72,583.32,446.77,424.42,,,209.02,210.82,222.38,318.17,,371.05,,229.42,793.22,1099.67,193.88,279.08,445.82,696.7,,253.75,800.97,4181.77,,375.43,1217.87,774.38,211.8,569.55,,443.3,204.78,228.68,,246.18,549.07,520.15,185.32,280.78,337.07,231.0,1046.12,603.77,1234.8,522.27,526.37,,,436.78,732.3,677.55,778.07,816.57,382.48,,,,662.32,499.6,275.4,175.13,520.98,1265.62,422.28,503.5,1239.07,611.9,555.72,,191.63,399.57,546.4,619.25,600.65,615.97,536.27,555.53,,2364.78,529.68,,438.05,465.77,,,,479.38,,361.15,419.63,343.42,,,261.65,692.98,,,,65.73,522.02,1314.48,,,1229.02,248.23,669.35,572.35,429.25,423.4,732.43,86.12,2179.97,399.18,1292.15,,614.12,553.72,199.85,667.17,698.53,99.25,,2385.2,243.72,253.42,530.9,405.85,429.25,1264.62,272.1,573.95,1179.48,623.67
El Cajon,1433.02,627.33,873.52,1265.35,791.17,819.93,771.55,605.73,640.82,,759.83,1237.98,1424.65,143.6,991.77,925.57,629.28,1152.03,1152.82,576.5,2165.6,653.37,1096.55,1206.35,786.77,0,697.4,1130.78,618.57,1353.78,1172.85,2360.93,1229.9,715.52,733.17,1183.97,1074.77,947.8,934.4,943.97,538.38,1367.15,629.27,980.37,643.03,782.53,1589.88,1080.47,641.37,1085.43,779.92,1051.95,636.97,825.53,4828.35,1050.55,591.38,1750.15,867.6,601.47,1216.13,1006.03,609.0,610.12,1001.9,1064.78,1118.67,1189.88,1166.73,635.97,1014.37,1086.73,628.0,1225.4,1229.82,1119.08,658.77,626.08,1178.55,1110.12,489.0,1378.88,711.55,801.28,839.78,635.55,943.75,1205.45,1170.58,1308.9,1146.18,629.4,1058.23,513.2,1346.83,696.47,64.35,1729.28,1102.12,718.52,1052.55,681.85,614.15,646.43,685.95,1247.23,1262.55,1182.85,1202.12,1065.05,2441.0,671.27,504.65,93.2,98.98,1099.93,1016.07,933.8,534.58,1074.52,670.12,422.85,515.63,746.6,1026.83,652.5,785.35,1205.5,1027.13,1105.28,885.15,674.23,1493.77,1420.28,1073.12,1310.23,992.65,187.2,700.57,656.53,1229.8,1379.02,974.82,,1116.1,681.43,1057.97,1260.7,1200.3,631.72,760.7,721.75,949.7,1151.43,2375.42,631.83,630.37,1177.48,553.48,616.93,1754.83,645.7,1220.53,1680.07,1270.25
El Centro,1442.12,448.22,877.25,1053.83,756.48,816.42,420.28,425.47,439.55,248.67,56.35,1001.42,1125.42,892.15,845.5,1464.07,423.95,922.28,898.55,512.38,3633.72,418.62,826.07,932.43,871.28,450.18,0,821.8,348.3,1458.88,901.58,2370.03,1008.63,315.02,313.07,1289.07,829.98,774.72,807.43,794.7,432.15,1472.25,409.67,810.28,427.77,665.17,3666.23,833.02,430.03,845.17,414.15,945.68,410.77,124.27,2424.7,1378.48,2188.58,1319.5,586.33,378.2,919.87,1453.82,445.78,372.85,855.63,829.77,727.4,994.7,945.47,1020.63,756.1,827.32,372.55,1248.07,973.12,1501.75,437.5,384.45,917.28,813.85,1014.57,1145.98,570.28,238.02,195.15,394.12,947.48,948.73,883.55,2318.35,868.92,343.13,1086.97,963.77,1355.93,329.73,428.95,1174.38,1187.02,300.0,,1069.95,2212.72,279.98,272.22,1038.22,1055.68,948.58,984.52,1321.78,2455.1,267.7,1071.93,902.83,925.15,,758.0,1283.37,986.15,,445.85,883.42,425.2,620.33,763.57,423.23,624.08,979.3,784.63,1361.02,832.88,511.98,1516.43,1532.95,851.85,1319.33,1096.38,980.37,544.3,442.2,993.72,1511.6,,2381.92,,614.1,1163.07,1010.45,904.03,456.45,574.12,400.72,,988.6,2510.52,368.9,417.37,963.98,472.1,438.2,1289.93,466.43,959.27,2404.8,1087.78
El Cerrito,630.82,607.28,580.12,321.47,641.12,609.88,861.48,626.68,660.77,899.87,1199.77,245.42,322.83,828.53,493.57,663.5,642.23,325.02,138.68,740.6,1257.5,568.0,95.27,145.78,468.57,857.87,1108.67,0,614.52,517.67,420.75,1558.73,227.33,723.32,750.65,392.88,95.68,441.57,414.2,439.77,630.32,539.03,638.22,219.8,649.58,558.65,462.82,517.27,643.32,80.15,887.83,567.13,591.3,799.9,323.4,312.77,824.8,323.3,837.55,591.42,271.65,,664.23,595.07,323.7,444.98,544.57,534.78,638.53,488.7,419.15,459.17,619.77,506.13,150.83,1635.45,598.6,807.6,141.92,56.48,766.37,325.98,791.5,888.65,906.3,625.0,340.97,411.72,146.67,337.05,101.87,660.35,595.03,873.57,544.63,696.42,844.08,363.12,445.08,769.07,119.07,538.02,848.93,778.62,837.87,311.53,304.98,192.5,237.55,221.27,2013.17,724.63,725.07,795.33,800.35,84.53,143.45,437.9,811.97,139.95,659.32,837.05,672.62,810.97,158.57,572.12,794.72,201.12,169.28,294.5,735.1,713.18,998.08,686.02,473.9,508.03,697.6,,769.12,648.42,471.67,376.07,514.62,1570.62,552.78,,265.85,147.83,61.15,591.53,830.93,810.3,526.5,308.18,574.22,632.78,598.58,201.27,723.32,693.55,418.63,602.27,207.97,592.87,306.48
El Monte,1129.4,104.15,470.03,741.12,328.08,443.57,208.42,107.9,131.68,332.75,760.85,688.7,812.72,366.6,472.78,698.45,118.5,599.1,615.7,218.48,1881.0,121.92,569.28,673.23,403.57,424.95,664.75,575.32,0,1141.17,635.35,2054.18,692.62,289.63,405.98,974.08,542.27,432.12,429.12,423.68,124.2,1159.23,92.13,551.05,91.45,284.3,988.1,542.0,110.65,549.93,461.78,656.45,96.83,218.35,4222.82,,712.18,1003.48,541.07,46.9,603.85,,128.6,55.42,524.35,518.53,411.38,628.68,629.45,704.62,440.08,506.4,109.27,932.05,684.85,1034.03,132.23,226.4,658.05,554.23,242.82,821.27,451.23,322.68,416.68,84.3,,674.8,627.4,802.33,590.68,89.43,,488.22,1039.92,318.78,418.18,858.37,871.0,293.33,497.68,753.65,734.95,314.33,289.88,721.92,739.38,654.28,666.5,583.62,2139.25,339.25,,433.78,401.42,563.77,484.83,,422.6,530.08,134.93,350.28,149.45,659.25,486.4,107.37,297.67,731.13,511.85,656.85,361.58,268.05,1213.72,1111.65,535.55,1003.03,439.52,345.82,346.03,132.33,677.42,801.7,,2066.07,486.03,579.43,846.77,672.83,644.87,129.53,440.85,179.63,,610.95,1069.22,53.15,96.5,678.0,211.88,68.55,913.63,139.88,730.1,1018.5,771.48
