GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,,S1901_C01_002E,S1901_C01_002M,,S1901_C01_003E,S1901_C01_003M,,S1901_C01_004E,S1901_C01_004M,,S1901_C01_005E,S1901_C01_005M,,S1901_C01_006E,S1901_C01_006M,,S1901_C01_007E,S1901_C01_007M,,S1901_C01_008E,S1901_C01_008M,,S1901_C01_009E,S1901_C01_009M,,S1901_C01_010E,S1901_C01_010M,,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US90005,ZCTA5 90005,16331,550,44,8,17.2,1567.776,9.6,1.8,2188.354,13.4,1.9,1796.41,11,1.6,2661.953,16.3,1.8,2923.249,17.9,1.8,1273.818,7.8,1.3,1306.48,8,1.6,636.909,3.9,1.2,653.24,4,0.9,42398,2539,59439,3321,33.2,(X),(X),(X),(X),(X),7798,503,5.3,1.4,3.2,1.1,16.6,2.9,10.5,2.2,14.9,2.6,19.9,2.5,7.6,1.8,10.6,2.7,5.2,2,6.2,1.7,49552,3290,71319,5610,(X),(X),37.8,(X),(X),(X),4577,336,3.1,1.4,2.3,1.1,12.5,3.1,10.6,2.8,14.6,3.4,21.5,3.2,7.3,2.1,11,2.9,7.3,3.4,9.8,2.9,57464,5709,N,N,(X),(X),(X),(X),(X),(X),8533,556,12.6,2.7,16.2,3.3,10.4,2.2,10.7,2.2,17.4,2.8,15.1,2.5,7.6,1.8,5.3,1.5,2.7,1.2,2,1,35102,3188,46870,3630,(X),(X),(X),(X),28,(X)
8600000US90006,ZCTA5 90006,19149,549,42.822,7.8,17.2,1359.579,7.1,1.3,3178.734,16.6,2,2719.158,14.2,1.9,3159.585,16.5,1.8,3197.883,16.7,1.8,1800.006,9.4,1.2,1302.132,6.8,1.2,555.321,2.9,0.7,363.831,1.9,0.6,37375,1620,53427,2563,37,(X),(X),(X),(X),(X),12655,557,5.4,1.2,5.5,1.3,19.4,2.8,15.6,2.4,16.8,2.6,16.7,2.3,9.8,1.5,6,1.2,2.9,0.9,1.8,0.7,37185,2435,52764,2416,(X),(X),38.2,(X),(X),(X),6492,417,2.3,0.9,3.3,1.6,16.3,4.2,15.8,2.9,16.3,3.5,17.7,3,12.6,2.2,7.5,1.9,4.9,1.7,3.2,1.3,45654,4248,63438,4282,(X),(X),(X),(X),(X),(X),6494,454,16.6,2.6,11.9,2.6,14,2.7,11,2.3,15.1,3,14.9,2.7,6.6,1.8,5.9,1.9,2.6,1.2,1.4,1,32468,2935,47475,5710,(X),(X),(X),(X),30.5,(X)
8600000US90007,ZCTA5 90007,12248,477,87.768,18.4,17.2,1359.528,11.1,1.5,1567.744,12.8,2.1,1628.984,13.3,2.3,1237.048,10.1,1.6,1775.96,14.5,2.2,1102.32,9,1.6,845.112,6.9,1.5,244.96,2,0.7,232.712,1.9,0.6,30530,2701,55776,5095,42.3,(X),(X),(X),(X),(X),5532,324,6.8,1.6,5.3,1.5,17.4,3.6,14.2,3.2,12.8,2.7,17.8,3.5,11.3,2.4,9.1,2.4,2.2,0.9,3.1,1.3,41172,3821,79084,10268,(X),(X),45.3,(X),(X),(X),2582,283,2.1,1.4,3.8,1.8,14.1,4.3,9.9,4.5,12.6,4.4,20.5,4.7,16.7,4.7,12.7,3.9,2.4,1.3,5.3,2.6,60452,6546,78998,11580,(X),(X),(X),(X),(X),(X),6716,383,29.2,3.3,16,2.7,11.1,2.7,12.9,3.1,8.1,2.4,9.6,2.6,6,1.8,4.4,1.3,2,1.1,0.8,0.5,17801,3876,34116,3077,(X),(X),(X),(X),38.6,(X)
8600000US90008,ZCTA5 90008,14784,806,84.63,10.5,17.2,1300.992,8.8,2,1729.728,11.7,2.8,1123.584,7.6,2.2,1921.92,13,2.4,2202.816,14.9,2.5,1478.4,10,2.5,1626.24,11,2,724.416,4.9,1.4,1123.584,7.6,1.6,47230,5101,73947,4976,50.9,(X),(X),(X),(X),(X),6576,572,5.7,2.4,3,1.5,10,3.3,6.2,2.6,10.7,3.5,16.8,3.7,10.4,3,16.8,3.9,7.3,2,13,3.4,72036,9668,99243,9257,(X),(X),55.8,(X),(X),(X),3440,454,1.7,1.8,0.3,0.5,5,3.4,5.6,2.7,10.9,4.9,12.4,4.4,13.5,4.5,17.8,5.1,10.7,3,21.9,5.4,100426,14863,N,N,(X),(X),(X),(X),(X),(X),8208,800,16.3,3.7,13.9,3.5,11.9,4.3,9.3,3.5,15,3,12.3,3.4,9.3,4.1,6,2.2,2.9,1.9,3,1.2,33882,4472,51792,6204,(X),(X),(X),(X),46.1,(X)
8600000US90010,ZCTA5 90010,2282,314,20.41,6.5,17.2,118.664,5.2,5.9,164.304,7.2,4.1,100.408,4.4,2.2,312.634,13.7,7,349.146,15.3,5.2,280.686,12.3,4.5,454.118,19.9,6,116.382,5.1,3.1,232.764,10.2,5.1,70500,15020,102014,22139,35.9,(X),(X),(X),(X),(X),831,173,7,6.8,0,4.7,6.9,6.6,2.3,2.6,15.5,7.9,19.7,11.7,17.4,8,10,8,3.4,3.8,17.8,9.6,68973,22691,130674,46603,(X),(X),49.1,(X),(X),(X),641,160,8.7,8.3,0,6,3.1,5,0,6,15.1,8.9,18.9,14.1,13.7,7.4,12.9,10.3,4.4,4.9,23.1,12.8,84375,31381,N,N,(X),(X),(X),(X),(X),(X),1451,256,6.3,4.8,8.2,9.1,9.2,5.8,5.7,3.3,12.7,9.1,12.7,5.5,7.6,5.2,25.6,9.4,6.1,4.6,5.9,4.9,69120,18762,84309,16622,(X),(X),(X),(X),28.4,(X)
8600000US90011,ZCTA5 90011,24827,768,52.224,6.8,17.2,1266.177,5.1,0.8,3649.569,14.7,1.6,3004.067,12.1,1.5,4195.763,16.9,1.7,4319.898,17.4,1.6,3078.548,12.4,1.5,2582.008,10.4,1.8,744.81,3,0.8,297.924,1.2,0.4,44616,1953,58009,2814,51.1,(X),(X),(X),(X),(X),21002,745,6.3,1,4.3,0.8,15.9,1.8,12.8,1.7,17.1,1.9,17.6,1.6,11.9,1.7,10.1,1.7,2.9,0.9,1,0.4,43691,1766,57309,2986,(X),(X),50.7,(X),(X),(X),11062,529,2,0.7,3.3,1.1,14.4,2.5,11.5,2.2,17.3,2.2,19.2,2.2,14.8,2.4,11.7,2.5,4.5,1.6,1.2,0.7,51961,4052,63774,3688,(X),(X),(X),(X),(X),(X),3825,459,18.4,5.8,12.1,2.9,19.3,4.9,15.1,3.9,17.1,4.6,9.4,3.5,4.2,2.1,3.2,1.5,0.7,0.8,0.6,0.8,25109,3570,33105,3859,(X),(X),(X),(X),36,(X)
8600000US90012,ZCTA5 90012,13558,692,56.052,8.1,17.2,1694.75,12.5,2.8,1816.772,13.4,2,908.386,6.7,1.7,1260.894,9.3,1.9,1586.286,11.7,2.2,1396.474,10.3,1.8,2074.374,15.3,2.4,772.806,5.7,1.5,949.06,7,1.7,49905,5766,80555,7809,32.8,(X),(X),(X),(X),(X),4937,456,6.6,2,4.7,2.6,18.4,3.8,10.4,2.7,11.5,3,11.7,3.3,11.4,3.6,12.3,3,5.8,2.8,7.2,2.5,45934,7592,78893,9520,(X),(X),40.4,(X),(X),(X),3372,385,6.5,2.5,4.7,3.3,19,4.9,10.4,3.2,9.5,3.2,13.5,4.1,8.6,3.2,12.9,3.5,5.9,3.2,9,3.4,49107,10226,N,N,(X),(X),(X),(X),(X),(X),8621,649,9.3,2.3,17.1,4,11,2.6,5,1.9,8.3,2.7,11.4,2.8,9.6,1.9,16.8,3.4,5,1.7,6.4,2.2,48515,7934,78407,11801,(X),(X),(X),(X),27.2,(X)
8600000US90013,ZCTA5 90013,7810,633,135.462,21.4,17.2,1624.48,20.8,4.3,929.39,11.9,4.1,429.55,5.5,1.8,499.84,6.4,2.6,531.08,6.8,2.7,452.98,5.8,2.2,937.2,12,2.6,257.73,3.3,2.5,484.22,6.2,2,21175,3748,62660,10147,21.7,(X),(X),(X),(X),(X),903,203,0,4.3,4.7,5.1,17.1,11,6,6.3,5.3,5.4,4.8,7.1,7.9,6,21.9,10.5,4.3,4.3,28.1,12.5,116094,29499,157570,48550,(X),(X),27.4,(X),(X),(X),686,193,0,5.7,4.4,5.8,11.1,7.2,6.1,7.4,7,7.2,0,5.7,4.4,4.9,25.4,12.4,4.7,5.3,37,14.9,130000,54755,N,N,(X),(X),(X),(X),(X),(X),6907,616,24.2,5.1,22.9,4.9,11.3,4.2,5.6,1.9,6.5,2.8,6.9,2.8,5.5,2.3,10.7,2.8,3.2,2.8,3.3,1.9,17365,6000,50125,9793,(X),(X),(X),(X),21,(X)
8600000US90014,ZCTA5 90014,5968,653,144.966,22.2,17.2,901.168,15.1,5.1,525.184,8.8,4,202.912,3.4,1.8,435.664,7.3,3.2,477.44,8,2.9,411.792,6.9,2.6,877.296,14.7,4.6,459.536,7.7,3.1,346.144,5.8,3.2,36429,14164,66863,9036,17.3,(X),(X),(X),(X),(X),792,242,4.4,4.6,0,4.9,21.7,18,4.3,7.1,13.4,8.9,3.4,3.6,5.4,5.1,21.7,12.4,16.5,11,9.1,5.6,98056,88165,99403,26453,(X),(X),24.4,(X),(X),(X),658,244,3.2,4.7,0,5.9,26.1,20.5,0,5.9,9.6,9.2,3.6,4.3,5.5,6.1,21.9,13.2,19.9,13.5,10.2,7.1,112692,72801,N,N,(X),(X),(X),(X),(X),(X),5176,647,25,6.7,17.4,5.7,6.8,3.4,3.3,1.9,7.3,3.4,8.7,3.1,6.5,2.9,13.6,4.7,6,3.1,5.3,3.7,26455,17764,60950,10030,(X),(X),(X),(X),16.2,(X)
8600000US90015,ZCTA5 90015,11180,650,94.9,14.6,17.2,670.8,6,1.6,872.04,7.8,1.7,1240.98,11.1,1.9,1442.22,12.9,3,1173.9,10.5,2.4,603.72,5.4,1.6,1587.56,14.2,3.5,894.4,8,2.8,1062.1,9.5,2.3,48743,2325,82258,6827,31.6,(X),(X),(X),(X),(X),4074,439,8.7,4.4,5.8,3,14.7,4,10.8,3.2,18.5,6.1,6.4,2.7,5.8,2.4,12.5,4.4,6.4,3.4,10.3,4.1,47273,5117,81979,12455,(X),(X),34.2,(X),(X),(X),2449,392,5.7,6,3.5,2.4,8.1,3.1,7.6,3.5,19,8.9,6.4,3.7,7.1,3.4,17.6,6.8,10.3,5.5,14.6,5.6,72083,42684,N,N,(X),(X),(X),(X),(X),(X),7106,624,18.3,4.3,6.5,2,6.2,1.8,10.7,2.2,8,3,12.1,3.4,5.3,2.2,15,4.6,8.9,3.7,9,2.7,50451,5855,81487,8330,(X),(X),(X),(X),29,(X)
8600000US90016,ZCTA5 90016,17522,779,70.11,9,17.2,981.232,5.6,2.6,1524.414,8.7,1.6,1892.376,10.8,1.8,2785.998,15.9,2.2,2768.476,15.8,1.7,1927.42,11,1.8,2453.08,14,2.2,841.056,4.8,1.2,753.446,4.3,0.9,49958,3452,69853,3943,43.4,(X),(X),(X),(X),(X),10247,602,4.5,1.2,6.1,4.4,7,2.3,11.4,2.2,15.6,3.1,16.3,2.5,12.1,2.7,16.5,2.5,4.8,1.7,5.6,1.4,57602,6330,76600,5494,(X),(X),47,(X),(X),(X),5588,439,2.5,1.8,2.5,1.6,5.2,2.2,8.9,2.8,14.4,4.2,15.9,3.4,16.2,4.4,19.8,3.3,6.3,2.5,8.2,2.2,79231,13410,N,N,(X),(X),(X),(X),(X),(X),7275,552,15.8,3.5,5.3,1.7,11.8,2.7,10.5,2.8,16.3,3.9,14.9,3.5,9.2,2.3,10.1,3.3,3.6,1.6,2.4,0.9,40868,2902,57385,5458,(X),(X),(X),(X),38,(X)
8600000US90017,ZCTA5 90017,11938,695,82.705,11.9,17.2,1193.8,10,1.8,1623.568,13.6,3.1,1540.002,12.9,2.4,1396.746,11.7,1.9,1611.63,13.5,2.5,1014.73,8.5,1.9,966.978,8.1,2,680.466,5.7,1.6,489.458,4.1,1.2,36870,4554,61933,5609,33,(X),(X),(X),(X),(X),5309,446,10.2,2.8,4.7,2,20.5,5.1,18,4,13.6,3.3,10.9,2.5,6.5,2.5,7.6,2.2,4.1,1.7,4,1.8,32495,3445,58353,6914,(X),(X),37.5,(X),(X),(X),2797,460,1.6,2,3.8,2.8,20.3,8.5,17.4,5.8,12.8,4.1,12.5,3.7,9,4,9.8,3.5,5.2,3.1,7.5,3.5,41166,9461,N,N,(X),(X),(X),(X),(X),(X),6629,591,15.4,4.4,14.5,3.2,9.7,2.7,8.4,2.2,9.1,2.4,13.9,3.8,9.7,3.2,8.5,3.2,6.8,2.4,4,1.7,38620,8703,62707,7749,(X),(X),(X),(X),26.8,(X)
8600000US90018,ZCTA5 90018,16634,593,54.556,9.2,17.2,1031.308,6.2,1.4,1912.91,11.5,2.2,1630.132,9.8,1.7,2262.224,13.6,1.8,2761.244,16.6,2.1,2062.616,12.4,2.2,1879.642,11.3,1.6,1064.576,6.4,1.2,499.02,3,0.8,49644,3524,68705,3949,48.8,(X),(X),(X),(X),(X),10800,544,5,1.7,3.6,1.3,11.8,2.2,11.3,2.3,13.7,2.4,18,2.8,12.2,2.4,12.8,2.2,7.7,1.8,3.9,1.1,54144,4793,76447,5199,(X),(X),52.4,(X),(X),(X),5748,491,3.3,2.4,2.1,1.1,10,2.9,8.8,2.5,13.8,3.1,14.8,2.9,15.6,4,15.8,3.2,10.1,2.9,5.9,1.8,69828,9739,N,N,(X),(X),(X),(X),(X),(X),5834,425,18.3,3.4,11.9,3.2,13,4.2,10.3,2.7,13.7,3.2,13.2,3.1,7.3,2.6,7.8,2.1,3.4,1.6,1.1,0.6,31238,4215,48108,4603,(X),(X),(X),(X),39.7,(X)
8600000US90019,ZCTA5 90019,24252,814,47.212,5.8,17.2,1406.616,5.8,1,2522.208,10.4,1.6,2522.208,10.4,1.6,2958.744,12.2,1.7,3783.312,15.6,2,1940.16,8,1.2,3613.548,14.9,2,1915.908,7.9,1.5,2182.68,9,1.2,58313,3903,89027,4122,41,(X),(X),(X),(X),(X),12929,762,3.7,1.3,3.5,1.4,9.3,2.2,10.1,2.4,11.6,2.2,15.7,2.4,9.1,2,14.9,2.2,11.1,2.5,10.8,2,68157,6547,100210,5695,(X),(X),44.4,(X),(X),(X),7965,611,1.2,0.6,2.7,1.3,7.7,2.7,7.9,2.7,9.3,2.4,13.7,2.9,9.9,2.7,18,3.4,14.1,3.7,15.5,2.8,94601,11146,122509,8389,(X),(X),(X),(X),(X),(X),11323,711,9.6,2.3,8.8,1.7,12.3,2.9,10.9,2.4,13.7,2.5,14,2.8,7.1,1.5,13.1,3.1,3.7,1.2,6.8,1.9,42261,5342,72241,7000,(X),(X),(X),(X),34.7,(X)
8600000US90020,ZCTA5 90020,17064,891,67.716,7.6,17.2,784.944,4.6,1.2,1604.016,9.4,1.9,2286.576,13.4,2.7,2474.28,14.5,2.2,3941.784,23.1,3,1842.912,10.8,1.9,1621.08,9.5,1.6,699.624,4.1,1.9,494.856,2.9,0.8,50207,2704,74885,10566,32,(X),(X),(X),(X),(X),8880,686,4,1.6,4.2,1.7,6.7,2,14.6,3.8,17.5,3.5,21.6,3.6,11.8,2.9,9.5,2.4,5.9,3.5,4.1,1.3,51988,2910,93253,18958,(X),(X),32.8,(X),(X),(X),6064,650,3.2,1.6,2.9,1.7,5.4,2.1,12,4.8,16.5,4.1,22.7,4.3,12.2,3.5,10.8,3.2,8.5,4.9,5.9,1.9,58576,7282,N,N,(X),(X),(X),(X),(X),(X),8184,697,11.7,3,5.8,2,12.1,3.1,13.1,3.7,12.5,2.4,23.7,4.4,9,2.1,8.9,2.1,1.9,0.8,1.2,0.8,43178,6086,52877,4118,(X),(X),(X),(X),29.5,(X)
8600000US90021,ZCTA5 90021,1778,299,78.039,26.1,17.2,314.706,17.7,7.2,181.356,10.2,4.9,131.572,7.4,4.8,101.346,5.7,3,199.136,11.2,6.5,110.236,6.2,3.3,103.124,5.8,3.8,71.12,4,4,96.012,5.4,3.7,21625,9029,52696,12188,26.7,(X),(X),(X),(X),(X),542,188,3.7,5.9,13.8,16.1,16.4,14.3,7.2,7.8,3.1,3.7,25.1,17.1,10.3,10.3,3.5,5,5,6.5,11.8,10,56300,27893,77027,27576,(X),(X),29.3,(X),(X),(X),336,133,0,11.2,18.5,25.2,14,21,0,11.2,5.1,6.1,17,8.8,12.8,13.6,5.7,7.8,8,10.6,19,15.5,57400,51907,N,N,(X),(X),(X),(X),(X),(X),1236,260,35.9,10.9,19.4,8.5,7.5,4.5,7.5,5.4,6.9,4,5.2,4.6,5.5,3.5,5.8,4.7,3.6,5.3,2.6,2.8,13059,2755,41461,13616,(X),(X),(X),(X),24.4,(X)
8600000US90022,ZCTA5 90022,17439,618,30.282,4.9,17.2,1011.462,5.8,1.2,2232.192,12.8,1.9,1674.144,9.6,1.5,2755.362,15.8,2,3487.8,20,2.3,2249.631,12.9,1.6,2197.314,12.6,1.9,767.316,4.4,1.3,191.829,1.1,0.5,51183,3243,63040,2384,46.1,(X),(X),(X),(X),(X),14420,611,4.4,1,3.4,1,11.2,2,9.8,2,17.2,2.4,20.6,2.7,13.8,1.9,14.1,2.4,4.3,1.3,1.1,0.5,54566,4649,65997,2785,(X),(X),48.9,(X),(X),(X),7735,519,1.6,1.1,2.2,1.1,9.9,2.2,11.1,2.7,18.5,3.5,18.9,3.5,15.2,2.6,15.4,3.3,5.6,1.8,1.6,1,59024,5252,72324,4225,(X),(X),(X),(X),(X),(X),3019,307,13.8,3.8,18.5,4,23.6,5.8,11.8,3.4,9.6,3.2,12.7,4.2,4.7,2.1,3.3,2.2,1.7,2,0.2,0.3,22143,1789,34010,3867,(X),(X),(X),(X),29.5,(X)
8600000US90023,ZCTA5 90023,11573,471,26.376,5.6,17.2,879.548,7.6,1.3,1180.446,10.2,1.6,1608.647,13.9,2.1,1897.972,16.4,2.5,2094.713,18.1,2.6,1631.793,14.1,1.9,1064.716,9.2,1.4,254.606,2.2,0.8,289.325,2.5,0.9,45991,2161,58183,2276,49.5,(X),(X),(X),(X),(X),9478,447,4.7,1.2,3.8,1.2,10.4,1.7,14.4,2.3,17.5,3.3,20.4,3.1,15.3,2,9.3,1.5,2.4,0.9,1.9,0.8,49053,3655,59693,2527,(X),(X),52.7,(X),(X),(X),4945,422,1.9,1.1,2.9,1.6,9,2.3,10.9,3,17.2,4.1,23.2,4.7,17.4,3.6,12.6,2.4,1.9,1.2,2.9,1.4,54345,4897,66925,3963,(X),(X),(X),(X),(X),(X),2095,258,16.1,5.1,27.5,5.2,15.2,5.1,9,4.3,9,3.7,10.8,4.4,4.8,3.2,5.5,3.2,0.7,0.9,1.4,1.4,20870,5439,34449,4469,(X),(X),(X),(X),28.3,(X)
8600000US90024,ZCTA5 90024,17092,924,142.296,15.4,17.2,717.864,4.2,1,1538.28,9,2.9,922.968,5.4,1.2,1606.648,9.4,2.1,2119.408,12.4,3.1,1384.452,8.1,1.6,2119.408,12.4,1.9,1110.98,6.5,1.6,2939.824,17.2,2.1,63344,4250,134236,13126,39.2,(X),(X),(X),(X),(X),5857,580,5.2,2.1,1.1,1,5.9,4.1,3.9,2.2,6,3,10.1,2.8,8.1,3.5,15.9,3.3,9.1,2.7,34.8,4.6,127543,11906,244614,32394,(X),(X),41.3,(X),(X),(X),4689,525,2.5,1.8,0.9,1.1,6.5,5.2,3,1.8,4.5,3.4,6.2,2.8,8.4,4.2,17,3.9,10.4,3.2,40.6,5.6,155293,26471,N,N,(X),(X),(X),(X),(X),(X),11235,795,20.8,3.4,5.8,1.5,10.6,3.1,6.5,1.7,10.9,2.9,14,4.3,7.7,2,10.5,2.4,5.1,1.9,8.1,2,43941,6414,76405,8230,(X),(X),(X),(X),37.5,(X)
8600000US90025,ZCTA5 90025,22194,766,39.832,5.2,17.2,710.208,3.2,1.3,1087.506,4.9,1.4,1154.088,5.2,1.2,1775.52,8,1.6,2907.414,13.1,1.8,2596.698,11.7,1.8,4549.77,20.5,2.7,2374.758,10.7,1.6,3883.95,17.5,2.7,97791,6574,126948,8177,33.2,(X),(X),(X),(X),(X),8355,674,2.4,1.4,2.3,1.6,2.6,1.2,4.2,1.6,7.3,2.7,13.8,2.9,9.9,3.7,18.5,2.9,13.4,2.3,25.6,3.5,118693,14503,158273,13282,(X),(X),32.1,(X),(X),(X),6260,523,2.3,1.7,1.4,1,2.3,1.4,3.2,1.5,4.5,2.4,9.6,2.8,8.8,3,19.9,3.7,15.8,2.8,32.1,4.3,139539,14819,N,N,(X),(X),(X),(X),(X),(X),13839,778,7,1.6,3.8,1.9,6.3,2,6.2,1.7,8.7,2.2,12.7,2.2,14,2.3,20.2,3.2,8.5,2,12.6,3.6,83937,8301,105979,10012,(X),(X),(X),(X),33.4,(X)
8600000US90026,ZCTA5 90026,26807,915,58.56,6.4,17.2,1045.473,3.9,0.8,2332.209,8.7,1.2,1930.104,7.2,1.1,2948.77,11,1.6,4610.804,17.2,2.3,3538.524,13.2,1.8,4021.05,15,1.6,2171.367,8.1,1.3,2493.051,9.3,1.2,67435,4427,97820,6242,41.7,(X),(X),(X),(X),(X),12675,554,5.2,1.2,2.5,1,8.9,1.6,7.4,1.4,13.6,2.2,14.9,2.4,12.4,2,15.2,2,7.6,1.8,12.2,1.8,70290,4362,104104,6799,(X),(X),48.2,(X),(X),(X),7410,511,3,1.2,1.6,1,7,1.9,7.3,1.9,13.3,2.8,13,2.7,11.8,2.4,18.4,2.9,7.8,1.8,16.9,2.5,85819,6120,N,N,(X),(X),(X),(X),(X),(X),14132,838,7.9,1.7,5.3,1.2,8.8,1.6,7.6,1.6,8.6,2.2,19.4,3.8,13.4,2.7,14.4,2.2,8.2,1.7,6.3,1.8,63555,3945,89425,10729,(X),(X),(X),(X),34.7,(X)
8600000US90027,ZCTA5 90027,21403,662,42.368,6.4,17.2,1498.21,7,1.2,1626.628,7.6,1.3,1369.792,6.4,0.9,2054.688,9.6,1.2,3210.45,15,1.7,2632.569,12.3,1.4,3403.077,15.9,1.5,1733.643,8.1,1.1,2482.748,11.6,1.2,71651,2741,110881,5596,38.3,(X),(X),(X),(X),(X),8923,599,3.1,1.4,2.2,1.4,7.4,1.9,3.9,1.4,9.1,2,17.7,3.5,10.9,2,17.5,2.7,9.4,2.2,18.7,2.1,88479,5027,149096,11885,(X),(X),46.7,(X),(X),(X),6604,516,2.3,1.5,1.7,1.5,7.2,2.1,3.7,1.6,7.4,2.2,14.3,3,11.1,2.3,19.1,3.1,10.5,2.6,22.6,2.7,104041,6963,N,N,(X),(X),(X),(X),(X),(X),12480,557,8.9,1.6,10.5,1.9,8.1,1.7,8.1,1.4,10.3,1.7,13.2,1.6,13.3,1.8,14.6,1.9,7,1.5,6.2,1.5,58542,6116,82420,6584,(X),(X),(X),(X),32,(X)
8600000US90028,ZCTA5 90028,17114,979,104.753,10.7,17.2,1283.55,7.5,1.6,2036.566,11.9,2.4,1642.944,9.6,1.4,1711.4,10,1.9,3097.634,18.1,2.6,2002.338,11.7,2.3,2087.908,12.2,2.6,633.218,3.7,1.3,787.244,4.6,1.4,50253,4514,70230,5144,35.3,(X),(X),(X),(X),(X),4621,563,4.6,2.1,2.6,1.7,14.1,4,12.3,4,12.3,4.3,20.3,5.6,8,3,13.3,4.8,6,3.7,6.5,2.5,55809,6796,83494,10077,(X),(X),52,(X),(X),(X),2940,467,4.1,2.6,1.4,1.6,17.9,5.4,10.4,5.3,7.3,3.5,18,7.2,8.4,3.7,17,6.9,8,6,7.4,3.8,63118,12587,N,N,(X),(X),(X),(X),(X),(X),12493,997,12.9,4,9.4,2.3,11.1,2.9,8.5,1.8,9.8,2.3,17.1,2.9,12.7,3.1,11.7,3.1,2.9,1,3.9,1.6,47175,6430,64422,5727,(X),(X),(X),(X),29.1,(X)
8600000US90029,ZCTA5 90029,13627,543,35.838,6.6,17.2,1321.819,9.7,1.6,1798.764,13.2,2.3,1662.494,12.2,1.8,1703.375,12.5,1.6,2330.217,17.1,2.1,1335.446,9.8,2,1321.819,9.7,1.6,599.588,4.4,1.2,654.096,4.8,1.1,45004,4718,64635,3674,42.2,(X),(X),(X),(X),(X),6907,499,3.1,1.4,4,1.6,13.7,3.3,15.3,3.1,13.7,2.5,19,3.6,9,2.5,10.7,2.6,5.1,1.6,6.5,1.9,50286,6255,74300,5465,(X),(X),45.6,(X),(X),(X),3983,452,0.6,0.6,2.6,1.7,13.6,4.4,12.1,3.3,11.3,2.9,20.4,5.6,10.1,3.3,11.7,3.5,8.7,2.7,9,3,65449,3452,N,N,(X),(X),(X),(X),(X),(X),6720,460,10.7,2.6,16,2.8,13.6,3.5,9,1.9,11.5,2.5,14.7,2.4,9.8,2.9,8.2,2,3.9,1.9,2.5,1,35517,4815,52291,4656,(X),(X),(X),(X),37.4,(X)
8600000US90031,ZCTA5 90031,12005,629,49.062,7.8,17.2,756.315,6.3,2,1308.545,10.9,1.7,1284.535,10.7,2.1,1596.665,13.3,2.2,1968.82,16.4,2.3,1308.545,10.9,2.3,1428.595,11.9,2.2,528.22,4.4,1.2,888.37,7.4,2.3,51076,3546,76666,7498,50.5,(X),(X),(X),(X),(X),8263,489,5.5,2.3,3.6,1.9,12.1,2.3,10.7,2.4,16.4,2.9,17.4,2.4,11.9,2.8,11.9,3,4.4,1.5,6.2,1.8,51708,4540,74981,6567,(X),(X),53.7,(X),(X),(X),5106,448,3.8,2.9,3.4,2.7,9.8,2.8,12.2,3.3,14.9,2.9,15.7,3.2,14,4,12.2,4.4,5.2,2,8.6,2.6,58207,5016,N,N,(X),(X),(X),(X),(X),(X),3742,477,14.2,4.2,13.2,5.4,10.9,3.4,10.9,4.2,9.5,3.1,11.3,3.6,9.6,4,7.3,2.8,3.8,2.3,9.2,6.4,35761,7036,71797,20669,(X),(X),(X),(X),40.7,(X)
